CASEID;TM_START;TM_FINIS;DURATION;WEIGHT;RELPREF;DENOM;ID_MAINL;ID_RELRI;ID_THEOL;ID_EVANG;ID_THEOC;ID_CHARI;ID_BIBLE;ID_BORNA;ID_PENTE;ID_SEEKE;ID_FUNDA;ID_SPIRI;ID_SECUL;ID_IRREL;ID_RELIG;ID_ATHEI;ID_REFUS;HOWRELIG;ATTENDAN;PASTATTE;BIBLE;HUMANORI;ATLANTIS;POSTHINK;FORTUNET;ASTROLOG;HAUNTING;DREAMS;UFOS;BIGFOOT;SATAN_EV;HOROSCOP;PSYCHIC;HAUNTED;OUIJA;HAD_DREA;SAW_UFO;POLPREF;POLAFFIL;CANTRUST;SATIS_LI;SATIS_FI;SATIS_HE;DECISION;GAS_STRA;GAS_HELP;TRUST_PO;SAFE_HOU;SAFE_NET;SAFE_WAL;SAFE_NGB;SAFE_CIT;SAFE_WOR;WATCH_TA;WATCH_CO;WATCH_TR;WATCH_CR;WAVE_TV;WORRY_OL;WORRY_MO;WORRY_UN;WORRY_IL;WORRY_DE;OWNGUNS;SCI_SEAS;SCI_BULL;SCI_LIGH;SCI_SUN;SCI_VACC;YOUTH_RE;YOUTH_VI;YOUTH_FI;YOUTH_HA;YOUTH_DR;YOUTH_PR;YOUTH_SE;NET_GOVT;NET_CORP;NET_BULL;NET_IDEN;NET_SEXP;ENVIRONM;CLIMATEC;ENV_AIRP;ENV_DRIN;ENV_RIVR;ENV_PIPE;ENV_SOIL;ENV_RAIN;ENV_WARM;ENV_OILS;ENV_EXTI;ENV_SPRA;ENV_RUNO;DISAS_QU;DISAS_TO;DISAS_FL;DISAS_AS;DISAS_VO;DISAS_EM;DISAS_PO;DISAS_TE;DISAS_NU;DISAS_ME;DISAS_CO;DISAS_PA;DISAS_UN;DISAS_DE;DISAS_WA;GOVT_DRO;GOVT_OBA;GOVT_COR;GOVT_GUN;SURVIVAL;SUPPLIES;EVACUATI;FUTURE_C;FUTURE_S;FUTURE_O;FUTURE_T;FUTURE_A;GAY_TV;GAY_TEAC;GAY_MARR;GAY_SCHO;GAY_COAC;GAY_POLI;GAY_POLT;GAY_SOLD;GAY_RELL;IMM_CRIM;IMM_ASSI;IMM_DRAI;IMM_DISE;IMM_RAID;IMM_DEPO;IMM_PATH;THERM_AT;THERM_CD;THERM_CI;THERM_DE;THERM_DH;THERM_EP;THERM_FB;THERM_FD;THERM_FE;THERM_IR;THERM_NS;THERM_MS;THERM_AS;THER_ATH;THERM_BL;THERM_CA;THERM_WH;THERM_EV;THER_FEM;THERM_HI;THERM_HO;THERM_IM;THERM_JE;THERM_MU;THERM_PR;FEAR_MUG;FEAR;FEAR_STA;FEAR_MUR;FEAR_BRU;FEAR_RAP;FEAR_HAT;FEAR_SHO;COMP_ABD;COMP_GAN;COMP_TRA;COMP_RIO;COMP_PED;COMP_SCH;COMP_SER;COMP_RAP;CRIM_JUS;CRIM_EMP;CRIM_MOR;CRIM_EVI;CRIM_MED;CRIM_MEN;CRIM_BIA;PUN_SENT;PUN_DEAT;PUN_APPE;PUN_STRI;PUN_CAST;PUN_PRIV;PHOB_BLO;PHOB_ANI;PHOB_CLO;PHOB_DRO;PHOB_FLY;PHOB_GHO;PHOB_HEI;PHOB_SPE;PHOB_CLA;PHOB_STR;PHOB_DAR;PHOB_ZOM;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_RELIGION;I_AGE;I_EDUC;I_RACE;I_GENDER;I_FINCOME;I_MARITAL;I_REGION
305;4/16/2014;4/16/2014;36;2,5074;1;baptist;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;6;2;1;3;2;4;4;3;4;2;3;3;2;2;2;2;2;1;4;7;2;3;3;2;3;2;3;2;2;;2;2;;;4;5;4;5;1;2;2;;2;3;1;2;2;2;2;3;2;2;2;2;2;1;3;4;4;4;2;4;2;1;2;3;3;3;2;3;3;3;3;4;3;3;3;3;4;4;2;3;2;2;2;3;3;2;2;2;4;3;3;3;3;2;4;2;3;2;2;;1;2;1;3;3;2;2;3;4;2;2;2;3;3;2;2;72;84;53;69;75;67;77;78;80;46;63;48;78;33;74;74;77;82;71;68;13;65;69;42;50;3;2;4;4;4;4;4;3;2;3;3;4;3;1;3;3;2;2;1;1;3;2;2;2;1;1;1;2;1;4;3;4;4;3;4;4;2;4;4;4;4;60;5;4;6;1;1;1;1;1;4;6;5;1;3;5;1;55;0;0;0;0;1;5;0;1;4;1;1;1;1;3;3
306;4/16/2014;4/16/2014;62;1,7712;1;Lutheran;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;7;4;2;2;2;3;3;2;3;3;3;3;2;2;2;2;2;2;3;3;2;1;2;2;3;4;4;2;1;2;4;2;2;2;5;5;4;4;4;4;3;3;4;4;1;2;3;2;2;2;2;2;2;2;2;1;1;3;3;4;3;4;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;26;2;1;13;4;1;2;0;3;1;13;6;1;1;2;1;21;0;0;0;0;3;1;1;1;1;4;1;2;4;4;1
307;4/16/2014;4/16/2014;22;0,8468;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;7;4;2;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;4;4;1;2;2;2;3;2;2;2;1;2;2;1;1;2;5;5;5;5;3;3;3;4;3;3;3;4;3;3;4;4;2;1;2;3;3;3;2;2;2;4;3;4;1;1;2;2;2;2;2;1;1;1;2;2;3;3;3;3;4;3;2;2;2;2;3;3;2;3;3;4;2;3;3;4;5;2;4;2;4;1;4;4;3;4;4;1;1;1;1;1;1;3;3;3;3;3;3;4;50;82;53;60;62;67;55;65;69;49;42;51;88;100;100;67;100;47;84;98;100;86;100;50;56;4;2;4;4;4;3;4;3;3;2;2;3;2;1;3;3;2;2;3;4;2;1;2;3;4;2;3;3;2;4;4;4;4;3;4;2;4;4;3;4;4;71;6;4;12;4;1;2;1;2;1;16;1;1;3;5;1;54;0;0;0;0;2;5;1;5;4;4;1;2;5;1;3
308;4/16/2014;4/16/2014;225;1,0044;1;United Methodist;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;7;1;1;2;1;2;4;1;3;4;2;1;2;2;2;2;2;2;4;2;2;1;2;1;3;3;3;2;2;3;3;3;3;3;4;1;1;3;3;1;1;4;2;3;1;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;2;2;2;2;2;4;2;1;2;2;2;1;4;4;3;2;3;2;2;2;1;3;4;3;3;3;1;1;1;4;2;4;2;2;2;2;1;1;3;2;1;1;1;1;1;1;3;2;2;3;2;2;2;56;79;76;80;73;78;74;35;80;77;71;36;91;0;92;99;100;95;97;98;98;70;100;60;100;2;2;2;2;2;2;2;2;2;2;2;3;3;1;3;3;2;2;2;1;2;1;3;1;1;1;1;1;1;4;1;4;1;3;3;1;1;1;2;3;1;43;3;2;9;2;1;2;1;3;1;16;1;0;2;4;1;47;0;0;0;0;3;1;1;1;2;2;1;2;5;1;2
309;4/16/2014;4/16/2014;29;3,5294;2;Roman Catholic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;4;4;2;2;2;2;3;2;2;2;3;3;2;1;1;2;1;2;5;6;2;2;2;1;3;3;3;2;1;3;3;1;1;2;3;3;3;3;2;4;4;4;3;3;1;1;3;3;2;3;1;1;3;3;2;2;2;3;1;4;1;4;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;4;4;4;3;4;3;3;3;3;3;3;4;3;3;4;3;4;5;1;3;2;3;2;2;4;2;4;2;3;3;2;2;2;3;4;2;4;2;3;3;4;75;78;76;50;74;76;74;50;20;50;71;4;90;10;87;88;92;7;52;100;95;93;88;6;84;3;2;3;3;4;3;4;4;2;1;1;3;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;3;4;4;4;4;4;4;2;4;3;4;4;54;4;3;11;3;4;2;1;3;1;17;1;1;1;2;1;21;0;0;0;0;3;1;1;2;3;3;4;2;5;1;1
310;4/16/2014;4/16/2014;13;0,5794;1;Presbyterian;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;8;3;3;2;2;3;4;2;3;3;3;3;2;2;2;2;2;2;6;5;2;2;2;2;3;2;2;2;1;2;2;1;1;1;1;3;4;4;1;3;3;4;3;3;1;3;3;3;3;4;2;3;1;3;3;3;3;4;3;4;3;4;1;1;3;3;3;1;1;2;2;2;3;4;3;3;3;3;4;4;2;2;2;3;3;4;2;2;4;4;4;4;3;4;6;1;2;3;4;4;4;4;2;4;4;1;1;1;1;1;1;4;4;4;4;4;;4;71;88;65;39;51;56;61;51;47;58;54;51;65;65;68;52;54;44;63;60;56;61;59;59;43;4;3;4;4;4;4;4;4;3;3;4;4;3;2;3;3;3;2;3;3;3;2;2;3;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;62;5;4;13;4;1;1;1;2;1;19;1;1;3;6;1;64;0;0;0;0;2;5;1;1;4;4;1;1;5;1;3
311;4/16/2014;4/18/2014;2909;1,984;1;Non demon;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;5;6;2;1;2;2;3;3;2;2;3;3;2;2;2;1;2;1;2;3;3;1;2;2;2;3;2;3;2;2;2;3;2;2;2;2;3;2;1;1;3;3;3;3;3;1;2;2;2;2;3;2;2;3;2;2;2;2;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;4;4;4;4;3;1;3;3;6;2;4;2;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;3;3;2;2;51;50;50;50;65;60;59;64;64;64;66;66;94;30;98;88;99;51;51;97;93;92;92;30;70;4;3;4;4;4;3;4;4;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;4;1;4;3;4;3;4;1;4;4;4;4;37;3;2;10;3;1;2;1;4;1;17;1;1;3;5;2;59;0;1;0;1;2;1;1;1;2;3;1;2;5;1;3
312;4/16/2014;4/16/2014;45;1,1549;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;7;5;1;2;2;3;3;2;2;4;4;3;1;1;2;2;1;2;3;3;3;2;2;2;3;3;3;1;1;4;2;1;1;;4;4;3;3;2;3;3;;3;3;3;2;3;2;3;3;1;1;1;1;1;2;1;4;1;4;4;4;3;2;3;2;2;2;2;3;3;2;3;2;3;3;3;3;4;4;3;2;2;2;3;3;3;4;3;2;3;3;1;3;4;2;4;3;3;2;3;;2;4;3;2;2;1;1;1;1;2;2;2;2;2;2;2;76;26;49;80;65;49;72;20;62;54;37;42;51;54;65;62;61;50;53;41;49;18;54;6;19;4;2;4;4;4;4;4;3;1;1;1;1;1;1;1;1;1;4;1;3;1;3;4;2;1;2;1;1;1;2;4;4;4;3;4;3;4;3;4;4;4;59;5;3;9;2;1;2;1;1;3;11;5;1;1;1;2;14;0;0;0;0;1;5;0;2;3;2;1;2;3;3;1
313;4/16/2014;4/16/2014;37;0,6301;1;Assemblies of God;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;3;8;7;1;1;3;2;3;3;3;2;3;3;1;2;2;2;2;2;2;2;1;2;1;1;2;3;3;3;1;1;2;3;2;2;1;5;2;5;3;3;4;3;3;4;4;1;3;2;2;3;4;3;2;3;3;3;3;3;3;3;4;2;4;3;1;2;2;2;2;2;1;2;1;1;1;1;3;3;4;4;4;4;4;4;4;3;4;3;4;4;4;3;1;1;3;4;1;4;2;3;3;3;2;1;3;1;4;4;4;4;4;4;2;1;1;2;2;2;2;75;100;75;75;50;50;75;50;75;75;75;100;100;50;100;50;100;100;50;100;25;25;75;25;50;3;2;4;4;4;4;4;4;2;3;2;3;2;1;3;2;2;3;1;2;3;3;3;2;2;2;2;2;1;4;4;4;4;4;4;4;1;4;4;4;4;53;4;3;10;3;1;1;1;2;1;17;1;1;3;5;1;54;0;0;0;0;2;1;1;1;3;3;1;1;5;1;3
314;4/16/2014;4/16/2014;26;0,5275;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;7;4;2;1;2;3;2;2;2;2;3;4;1;1;2;1;1;2;5;4;1;2;2;1;3;2;2;2;2;3;4;2;4;2;5;5;4;2;3;3;4;4;3;3;1;2;2;3;4;2;2;3;2;3;3;2;2;3;1;4;1;4;1;1;1;1;1;1;1;1;1;1;1;2;1;3;3;2;4;;3;3;3;3;3;3;3;;2;2;4;4;3;4;5;2;4;2;2;1;3;1;2;4;4;1;1;1;1;1;1;3;3;2;3;4;4;4;45;68;26;26;6;33;50;47;60;58;36;42;84;84;72;84;88;3;45;80;81;81;56;56;6;3;2;3;2;4;2;4;3;2;2;2;3;3;1;3;3;2;2;3;3;2;2;2;4;4;4;3;2;4;4;2;4;4;3;4;3;3;4;3;3;4;68;6;4;12;4;1;2;1;2;1;11;1;1;1;2;1;21;0;0;0;0;2;5;1;5;4;4;1;2;3;1;1
315;4/16/2014;4/16/2014;30;1,2165;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;4;2;3;2;3;3;2;3;2;3;3;2;2;2;2;2;1;4;6;3;2;3;2;2;3;3;2;2;2;4;4;2;2;4;4;3;3;3;4;2;2;3;3;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;4;3;4;3;4;3;3;3;4;3;3;3;4;3;4;4;3;3;4;3;4;3;4;3;3;3;2;2;3;4;3;4;3;4;4;1;2;4;2;2;3;2;4;2;4;3;1;1;1;1;1;1;3;3;3;3;3;3;3;74;75;51;50;51;51;50;49;52;51;50;51;72;77;77;81;75;74;77;78;74;50;50;51;50;3;3;4;4;4;4;4;4;2;3;3;4;2;1;3;2;1;3;2;2;3;2;3;1;1;1;1;3;1;3;3;4;4;1;4;4;4;4;4;4;4;22;1;1;9;2;1;2;0;1;1;6;5;1;2;3;1;31;0;0;0;0;1;1;1;5;1;2;1;2;1;3;2
316;4/16/2014;4/16/2014;29;0,6157;1;Lutheran;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;4;3;7;1;1;2;2;3;3;3;2;2;2;1;1;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;4;2;2;2;5;1;4;5;2;3;3;3;3;3;1;2;2;3;3;3;2;2;2;2;3;2;2;2;2;4;2;4;2;2;2;2;2;2;2;2;3;4;3;2;3;4;3;3;4;4;4;4;4;4;4;3;4;4;3;4;4;2;2;2;3;2;4;3;3;3;3;1;1;3;1;2;2;2;2;2;2;1;2;3;3;2;3;2;53;79;64;58;65;65;62;65;47;4;74;50;51;41;71;70;78;73;55;81;51;50;51;50;50;3;3;4;4;4;3;3;4;2;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;4;3;4;3;3;4;4;3;4;4;4;4;60;5;4;9;2;1;2;1;1;1;11;2;1;3;5;1;58;0;0;0;0;1;1;1;1;4;2;1;2;3;2;3
317;4/16/2014;4/16/2014;29;1,04;1;Congregational;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;7;2;3;2;2;3;2;3;2;3;3;3;1;2;2;2;2;2;2;4;3;3;3;2;2;2;2;2;1;4;4;3;3;3;3;3;4;3;2;3;3;4;3;3;1;2;3;3;2;2;3;1;2;1;2;2;1;1;1;3;1;4;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;3;1;2;4;3;1;3;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;3;2;2;2;2;3;50;50;50;50;75;50;75;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;4;1;4;4;4;4;4;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;3;2;3;3;2;2;1;3;3;4;4;1;4;3;3;4;4;4;4;78;7;4;9;2;1;2;1;2;1;19;1;1;3;5;1;59;0;0;0;0;2;5;1;1;4;2;1;2;5;1;3
318;4/16/2014;4/16/2014;12;0,3807;4;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;6;2;3;2;2;2;3;2;3;2;2;2;2;1;2;2;2;2;3;3;2;2;3;2;3;2;3;2;2;2;2;2;2;2;4;3;3;2;2;3;2;3;3;3;1;2;3;2;2;3;2;2;2;3;3;3;3;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;3;3;3;3;3;3;3;4;4;4;3;3;3;3;2;2;4;2;2;3;2;3;2;4;4;2;2;2;2;2;2;3;3;2;3;2;2;2;100;100;100;100;100;100;100;100;100;100;100;100;50;50;51;50;49;48;52;53;48;50;49;50;52;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;3;2;2;3;2;3;2;2;2;2;3;2;2;4;4;4;4;4;4;4;4;4;4;3;46;4;3;13;4;1;1;1;6;1;16;1;1;1;1;1;14;0;0;1;3;2;1;1;4;3;4;1;1;5;1;1
319;4/16/2014;4/16/2014;16;0,7558;1;mount oliver missionary baptist church;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3;7;4;1;1;2;2;4;3;2;2;2;3;1;1;1;2;2;2;2;5;6;3;3;4;2;2;3;3;2;3;3;4;3;3;2;1;1;2;2;1;2;2;2;2;3;1;3;3;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;2;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;5;2;2;3;3;1;3;3;1;4;2;2;2;2;2;2;2;2;2;3;3;2;2;2;75;50;19;60;15;80;60;90;50;20;50;70;65;10;60;50;75;70;60;40;50;30;50;30;50;1;1;1;1;4;1;2;1;4;2;2;4;1;1;2;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;1;3;1;1;2;1;3;1;3;3;1;52;4;3;9;2;5;2;1;1;3;8;3;1;3;5;2;52;0;0;0;0;1;1;0;1;3;2;3;2;2;2;3
320;4/16/2014;4/16/2014;20;0,547;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;7;7;2;1;2;1;3;3;1;2;2;2;2;1;2;2;2;1;2;2;1;1;2;4;1;2;3;2;2;2;3;4;3;3;2;5;3;2;4;2;4;4;4;3;4;1;2;2;3;3;2;1;1;2;2;2;2;2;1;2;4;1;4;2;2;3;2;1;4;3;3;3;3;2;2;3;3;1;3;4;3;3;4;2;3;4;1;3;3;1;4;4;1;1;1;2;2;3;1;2;3;3;3;1;4;1;2;2;2;2;2;2;4;2;3;4;1;3;1;51;50;70;71;50;25;73;22;70;3;12;28;72;22;61;68;72;51;27;63;50;64;70;50;27;3;1;3;3;4;4;4;3;1;1;1;2;1;1;1;1;1;1;1;1;1;3;4;1;2;1;1;4;1;4;3;4;4;4;4;2;4;1;4;4;4;68;6;4;10;3;4;2;1;2;1;17;1;1;3;5;1;59;0;0;0;0;2;5;1;2;4;3;4;2;5;1;3
321;4/16/2014;4/16/2014;27;0,3872;2;Roman Catholic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;7;8;2;1;3;2;4;4;3;3;3;3;1;2;2;2;2;2;2;2;1;3;1;2;2;3;3;3;2;2;3;3;2;2;2;2;2;4;3;2;3;3;3;3;3;;2;;2;2;3;2;2;3;2;2;2;2;3;3;4;2;4;2;3;4;4;4;4;4;3;4;3;4;4;4;3;3;3;4;2;2;2;2;2;3;3;2;2;1;3;2;1;1;1;4;2;4;3;3;3;2;1;2;3;1;2;2;2;2;3;2;2;3;3;3;2;3;3;60;60;60;65;60;25;80;80;50;5;80;80;90;10;90;100;100;100;70;80;65;100;100;50;85;;1;3;3;;3;3;3;2;2;2;3;2;2;3;2;2;3;1;3;2;2;3;3;3;2;2;2;3;4;4;;4;4;4;4;4;4;3;4;4;67;6;4;9;2;1;2;1;2;1;16;1;1;2;3;1;34;0;0;0;0;2;1;1;2;4;2;1;2;5;1;2
322;4/16/2014;4/16/2014;13;1,1;2;;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;7;7;2;3;2;2;4;4;2;3;2;4;3;1;2;1;2;1;2;2;2;2;3;4;2;4;2;2;2;1;2;2;2;2;4;4;4;4;3;3;2;2;2;2;3;4;1;4;4;4;4;2;2;2;2;2;2;2;1;1;1;1;3;1;2;1;1;1;3;3;3;2;3;1;1;1;2;2;2;4;4;3;3;1;2;3;1;3;2;2;1;2;1;1;1;6;1;2;2;2;1;2;4;1;3;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;1;1;1;1;15;1;1;1;47;9;41;97;92;89;57;96;95;18;1;2;96;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;2;1;1;1;1;1;1;2;2;2;3;2;3;1;3;3;3;3;3;3;3;3;3;3;3;4;54;4;3;12;4;1;1;1;4;1;16;1;0;3;5;1;51;0;0;1;1;2;1;1;2;3;4;1;1;5;1;3
323;4/16/2014;4/16/2014;152;0,8791;2;catholic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;1;3;2;2;2;2;3;2;1;1;1;3;1;1;1;2;;1;5;2;2;2;3;2;2;3;3;2;2;2;2;2;3;3;3;3;2;2;1;2;1;2;2;3;4;3;2;2;3;3;2;2;2;2;2;2;2;1;1;4;1;3;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;2;2;2;2;3;3;3;2;2;3;4;3;1;1;1;1;5;1;3;2;1;2;1;4;1;1;1;4;4;4;4;4;4;2;2;2;1;4;2;2;2;80;84;40;56;76;3;83;90;2;74;51;1;51;1;100;100;50;65;1;1;3;50;27;100;4;1;4;4;2;4;4;2;1;2;3;3;1;1;3;1;2;2;1;2;2;1;3;2;3;2;3;1;3;2;4;4;4;2;4;4;3;4;3;4;4;42;3;2;9;2;1;2;0;5;1;4;1;1;2;3;1;31;0;0;2;1;2;1;0;2;2;2;1;2;1;1;2
324;4/16/2014;4/16/2014;18;1,1843;10;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;3;4;2;2;2;3;3;2;2;2;3;3;1;2;2;2;2;2;6;7;3;1;3;1;3;2;2;1;1;3;3;2;2;1;5;4;5;4;4;3;2;3;3;3;1;1;1;2;2;2;2;1;2;3;2;2;2;3;3;3;2;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;4;4;3;3;3;3;3;3;2;2;2;2;2;4;1;4;3;2;4;2;4;1;3;4;3;4;4;1;1;1;1;1;1;4;3;4;4;4;4;4;50;60;40;50;50;30;50;30;30;50;50;50;80;80;80;60;80;40;80;80;80;80;80;80;50;4;3;4;4;4;3;4;3;3;3;2;4;3;2;3;3;2;1;2;2;2;1;2;3;4;3;3;3;3;2;3;4;4;4;4;3;4;3;4;3;4;30;2;2;13;4;1;2;1;2;3;14;6;1;1;2;1;21;0;0;0;0;2;1;1;5;2;4;1;2;4;4;1
325;4/16/2014;4/16/2014;22;0,6873;2;Roman Catholic leanings but more spiritual than any denomination;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;1;4;3;3;3;3;3;3;2;2;2;3;3;2;1;2;2;2;2;5;4;2;2;3;3;3;3;3;2;2;4;3;2;3;2;2;4;2;4;1;2;1;1;2;3;1;1;3;3;2;3;1;1;2;1;2;2;2;1;1;3;1;3;3;1;1;1;1;1;1;2;1;1;2;3;2;1;1;1;2;2;2;2;2;2;2;1;1;1;1;1;2;3;1;3;5;2;3;2;3;2;2;3;3;2;3;2;2;2;2;2;2;3;3;2;3;3;2;3;30;75;50;20;50;45;50;60;55;5;5;50;95;95;90;70;90;60;90;90;80;80;90;80;80;3;1;4;3;3;3;4;1;3;2;2;2;1;1;3;3;1;1;2;2;3;1;2;2;2;2;1;1;1;4;3;4;3;3;3;3;4;3;3;3;4;42;3;2;10;3;1;2;1;3;1;16;1;1;1;2;2;21;0;0;1;0;2;1;1;2;2;3;1;2;5;1;1
326;4/16/2014;4/16/2014;20;0,5681;1;Christian Reformed Church;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;7;2;3;1;3;4;4;3;2;4;3;2;2;2;2;2;2;2;4;4;1;1;1;1;3;2;2;1;2;2;3;2;2;1;5;5;5;5;3;3;4;4;3;3;1;1;2;2;4;4;2;1;1;3;3;3;3;4;3;4;2;4;1;1;4;3;3;3;3;3;2;3;3;3;3;3;3;3;4;4;4;3;3;4;3;4;3;3;4;4;4;4;3;4;2;2;4;3;3;2;3;3;2;3;4;2;2;2;2;2;2;3;1;3;3;3;3;3;80;100;80;80;80;90;80;100;80;80;80;;100;90;90;100;100;100;90;90;90;90;100;90;50;3;2;4;4;4;3;4;3;3;3;3;3;3;2;3;3;3;2;2;2;2;1;3;4;3;3;3;3;3;4;3;4;4;3;4;3;3;4;3;3;4;53;4;3;13;4;1;2;1;4;1;15;1;1;2;3;1;34;0;0;0;1;3;1;1;1;3;4;1;2;4;1;2
327;4/16/2014;4/16/2014;326;0,1421;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;1;1;5;1;3;2;4;4;1;1;2;2;1;2;2;2;2;2;2;4;;3;2;3;2;3;3;3;4;1;2;1;1;2;2;4;4;4;4;3;4;4;4;4;4;1;3;4;3;2;4;4;4;4;3;2;2;2;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;2;4;4;1;1;1;1;1;3;1;1;1;1;1;1;1;3;3;2;3;4;3;4;51;51;51;51;51;51;51;51;51;51;51;51;100;100;100;100;100;100;100;100;100;100;100;100;100;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;3;3;3;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;28;2;1;9;2;1;1;0;4;1;7;5;1;2;3;2;31;0;0;0;0;4;4;0;5;1;2;1;1;2;3;2
328;4/16/2014;4/16/2014;78;0,5093;1;Baptist/Non-Denomination;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;8;5;2;1;3;2;4;4;3;2;4;4;2;2;2;2;2;1;2;2;6;1;2;3;2;2;2;2;3;1;4;1;1;1;1;4;2;3;3;4;4;2;3;3;4;1;2;3;2;3;2;2;2;2;3;2;1;1;2;2;4;2;4;1;1;2;2;2;1;2;2;2;2;2;2;2;4;4;4;4;4;3;3;4;4;3;3;3;3;4;4;1;4;1;1;3;2;3;4;4;4;4;1;1;1;1;3;4;2;3;2;4;3;3;2;3;3;3;3;40;29;8;4;10;46;2;1;3;2;2;23;79;84;90;82;77;95;79;82;84;53;85;86;84;4;3;4;4;1;4;2;4;2;2;3;4;1;1;3;2;1;2;1;1;1;2;1;3;3;2;2;3;2;4;4;4;4;4;4;4;4;4;4;4;4;50;4;3;10;3;5;1;1;5;4;9;1;1;2;3;2;34;0;1;1;1;2;1;1;1;3;3;3;1;2;1;2
