RESPID;DEVICETYPE;Q1;Q2;Q3;Q4;Q5;Q6;Q9A;Q9B;Q9C;Q9D;Q9E;Q9F;Q9G;Q9H;Q9I;Q9J;Q9K;Q10A;Q10B;Q10C;Q10D;Q11A;Q11B;Q11C;Q11D;Q11E;Q11F;Q13A;Q13B;Q13C;Q13D;Q13E;Q13F;Q13G;Q14A;Q14B;Q14C;Q14D;Q14E;Q15A;Q15B;Q15C;Q15D;Q15E;Q15F;Q15G;Q15H;Q15I;Q15J;Q15K;Q15AA;Q15AB;Q15AC;Q15AD;Q15AE;Q15AF;Q15AG;Q15AH;Q15AI;Q15AJ;Q15AK;Q15AL;Q15AM;Q15AN;Q16A;Q16B;Q16C;Q16D;Q16E;Q16F;Q16G;Q16H;Q16I;Q16J;Q16K;Q16L;Q16M;Q16N;Q16O;Q16P;Q17A;Q17B;Q17C;Q17D;Q17E;Q17F;Q17G;Q17H;Q17I;Q17J;Q17K;Q17L;Q17M;Q17N;Q17O;Q17P;Q17Q;Q17R;Q18A;Q18B;Q18C;Q18D;Q18E;Q18F;Q18G;Q18H;Q19A;Q19B;Q19C;Q20A;Q20B;Q20C;Q20D;Q20E;Q22A;Q22B;Q22C;Q22D;Q22E;Q22F;Q23A;Q23B;Q23C;Q23D;Q23E;Q23H;Q23I;Q23J;Q24;Q25;Q26A;Q26B;Q26C;Q26D;Q26E;Q28A;Q28B;Q28C;Q28D;Q29;Q30;Q31;Q32;Q27A;Q27B;Q27C;Q27D;Q33A;Q33B;Q33C;Q33D;Q33G;Q21;INT5;Z8;Z8A;EDUCATION;EDUC;Z4;Z5;EMPLOY;Z9;Z9A;Z9B;NEWINCOME;VOTER;PAGEFINAL;PGENDER;PRACE;PREGION;PMSTATUS;PADULTS;PPARENT;PAGE1;PAGE2;PRELIGION;LENGTH;WEIGHT1_TRIM;I_GENDER;I_AGE;I_MARITAL;I_REGION;I_RELIGION
51;2;3;8;1;1;2;1;4;6;1;4;4;6;6;3;6;6;3;3;2;1;2;3;2;3;4;3;4;1;5;1;2;2;4;4;2;3;3;1;1;4;2;4;3;4;1;2;4;2;4;2;2;3;2;2;2;4;2;2;1;2;2;2;3;2;4;1;4;4;4;4;3;1;3;4;2;3;1;4;3;4;4;4;4;4;2;4;4;4;4;3;3;3;3;4;3;3;4;2;4;4;3;4;3;3;4;3;1;1;1;4;3;1;2;4;1;3;2;3;3;2;2;2;2;2;1;3;3;4;2;2;3;1;1;4;3;3;1;1;2;1;1;2;1;3;2;4;3;4;4;1;1;1;1;1;3;;3;2;2;;2;2;;;2;1;3;1;1;3;5;1;2;54;;22;27,46666667;0,8937;1;;4;3;3
56;1;2;2;3;4;4;4;6;5;4;6;5;6;6;3;6;5;6;4;4;4;3;3;3;3;2;3;3;2;5;4;4;2;4;4;4;2;3;3;4;3;3;4;3;4;4;4;4;4;4;3;3;4;2;3;2;4;4;3;4;3;3;3;3;3;4;4;2;4;4;4;4;2;4;3;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;3;3;4;3;3;3;3;2;2;2;2;2;2;2;3;2;2;3;4;2;1;2;2;2;2;2;2;2;2;1;2;2;4;3;3;2;3;4;2;2;1;8;;8;4;1;;1;8;;1;12;1;2;2;6;1;1;3;2;33;;990;11,11666667;1,1858;2;;1;1;5
59;1;3;5;2;4;6;2;6;3;1;5;5;5;5;5;5;4;1;1;1;1;1;2;2;2;2;2;2;4;5;3;2;3;3;4;4;4;4;2;2;1;2;1;1;2;1;2;2;1;1;2;2;2;1;4;1;4;4;3;4;4;1;1;2;1;4;4;4;3;4;4;2;4;4;3;4;2;4;4;4;3;3;3;1;1;1;3;1;1;1;1;3;2;2;2;1;1;1;1;5;4;4;4;4;4;5;5;4;3;1;2;2;2;3;3;3;2;3;1;2;2;2;4;3;2;1;3;2;2;2;2;3;2;2;2;3;2;2;3;2;2;1;3;1;1;3;3;2;2;2;4;2;3;2;1;3;;3;2;1;;1;4;;;4;1;1;2;5;3;1;3;2;20;;2;15,15;0,6542;2;;1;3;2
60;2;3;8;2;3;3;1;4;6;4;4;5;5;6;4;6;6;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;2;3;3;3;3;2;3;3;4;4;3;3;3;3;4;4;2;2;3;2;2;2;3;2;3;3;2;2;2;2;2;2;2;4;3;2;2;4;2;3;3;4;2;3;2;2;4;3;2;3;3;3;4;3;3;3;4;3;3;3;3;3;3;2;3;4;3;2;2;4;5;4;4;3;3;3;2;3;2;2;2;2;3;3;2;3;3;3;3;2;3;2;2;2;2;2;2;2;2;3;2;3;3;3;2;3;2;2;2;1;1;2;3;3;3;3;3;3;2;3;2;2;2;6;;6;4;3;2;4;8;;4;15;1;2;2;1;2;3;2;1;37;;8;12,25;1,782;2;;3;2;1
61;4;3;4;5;4;4;4;4;5;6;6;3;3;3;3;3;6;3;3;2;1;1;2;2;2;2;2;2;1;5;1;1;2;2;3;1;3;1;2;1;3;1;1;2;3;2;3;3;2;3;3;2;2;2;2;2;4;4;2;2;2;2;2;2;2;3;1;1;1;3;2;2;3;4;4;4;3;3;4;3;4;2;2;2;3;2;4;3;4;3;2;3;2;3;1;3;3;3;2;5;4;4;5;4;4;5;5;3;2;4;1;2;2;2;3;3;2;3;3;2;3;2;3;2;2;2;3;2;2;2;2;3;2;3;3;3;3;3;3;3;2;2;3;2;3;2;2;3;2;3;2;3;2;2;4;2;;2;1;1;;1;1;;;1;2;2;2;1;3;6;2;2;49;;1;18,6;3,1675;2;;4;3;1
64;2;2;1;4;6;7;2;6;6;2;2;5;2;2;1;3;6;6;2;1;2;2;1;2;2;1;2;1;3;5;4;5;3;4;3;2;2;1;3;3;4;3;4;3;3;3;3;4;3;3;4;3;4;4;3;3;4;3;4;4;3;3;2;2;2;4;4;4;3;4;4;4;4;3;4;4;3;4;4;3;4;2;3;3;4;3;4;3;4;3;3;3;3;3;4;2;2;4;2;5;1;4;5;4;4;1;3;3;3;4;2;3;3;2;4;3;2;3;3;3;2;2;3;3;2;3;3;2;2;2;1;4;4;4;2;4;2;2;2;2;2;2;3;2;1;2;4;2;1;1;4;4;4;2;2;4;2;4;3;3;1;3;6;;;6;1;4;2;1;1;1;1;2;74;;7;16,3;0,4443;2;;1;1;4
67;4;3;6;3;4;6;2;6;6;1;6;3;4;4;2;6;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;-1;4;4;4;4;4;4;4;4;3;4;4;-1;4;4;4;3;4;-1;3;4;4;4;4;4;4;-1;1;-1;-1;-1;4;-1;4;3;2;4;4;4;4;4;4;4;4;4;3;-1;4;4;-1;4;4;4;4;4;-1;4;4;5;4;4;5;4;4;5;5;4;4;4;1;3;1;1;4;4;1;1;1;1;4;4;1;1;1;1;4;3;4;2;2;1;2;3;1;4;1;1;1;1;2;2;2;2;4;1;4;4;4;1;4;3;2;2;1;4;2;4;3;2;;2;5;;;5;2;1;2;2;3;2;2;1;28;;1;17,1;0,3084;2;;2;3;1
68;1;2;5;4;6;6;2;6;6;3;6;6;4;6;2;6;6;2;1;1;1;1;3;3;3;4;4;4;2;3;5;3;1;4;3;1;3;2;1;1;4;4;4;3;2;4;4;4;1;4;3;1;1;1;2;2;4;3;1;1;1;2;1;1;1;4;4;3;2;3;1;3;2;4;4;3;2;4;3;3;1;3;3;2;2;2;4;4;4;3;2;2;3;2;4;2;2;3;3;4;2;4;2;4;3;5;5;3;3;4;1;3;2;3;3;3;2;3;2;2;2;2;4;1;3;2;4;4;4;2;2;4;2;4;4;2;3;2;2;3;2;2;3;2;4;2;2;4;1;1;3;4;2;1;2;8;;8;4;1;;1;3;;;3;1;2;1;2;1;1;2;2;31;;1;11,6;0,7352;1;;1;1;1
75;4;1;2;3;4;6;2;3;5;3;4;5;1;6;1;5;3;3;3;3;1;2;3;3;3;2;3;3;1;5;2;2;2;4;4;2;4;4;4;4;4;4;3;3;3;4;4;4;3;3;4;4;3;2;4;1;4;4;3;4;4;3;4;4;3;4;3;2;1;3;2;3;1;1;3;4;1;3;4;4;2;3;3;3;4;3;4;3;4;4;3;3;3;4;3;3;3;4;3;2;2;4;2;4;4;5;5;4;3;4;2;2;2;3;3;3;3;3;3;3;3;3;3;2;3;2;4;3;3;2;2;3;3;3;3;3;3;2;3;3;2;2;3;2;3;3;2;3;1;1;4;4;4;2;1;3;;3;2;1;;1;6;;;6;1;2;2;1;2;2;3;2;35;;2;12,41666667;0,2798;2;;2;2;2
76;4;3;2;3;7;7;2;5;5;3;4;6;5;5;5;4;6;2;1;1;2;1;3;4;4;2;4;4;1;5;1;1;1;2;1;4;4;3;3;3;3;3;3;2;2;3;3;3;1;4;1;2;2;2;3;2;4;4;3;4;2;2;2;2;2;4;2;1;4;4;4;2;4;4;4;3;1;3;4;2;2;1;2;2;2;1;3;2;2;3;1;2;1;2;2;2;2;3;2;4;1;3;1;4;3;1;4;4;1;4;2;3;2;2;3;3;2;2;2;3;3;2;3;2;3;1;4;3;3;1;1;4;2;3;3;4;3;3;3;3;2;1;1;1;3;1;3;3;1;1;4;4;4;2;1;6;;6;4;3;4;6;4;;;4;1;2;2;1;1;1;2;2;40;;2;8,983333333;1,2827;2;;1;1;2
81;4;3;4;3;4;6;2;5;6;4;3;2;3;5;2;3;5;5;4;2;4;2;2;2;2;2;2;2;3;3;5;5;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;4;3;2;3;4;3;3;3;3;3;4;4;4;4;4;3;3;4;4;3;4;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;5;4;4;5;5;4;3;4;2;2;3;2;3;3;3;3;2;2;2;2;3;2;2;2;3;2;2;2;2;3;3;3;3;3;3;2;2;2;2;1;1;2;2;2;1;2;3;1;3;3;3;2;2;3;;3;2;3;2;4;1;;;1;1;2;2;2;3;2;2;1;30;;990;37,15;0,3424;2;;2;3;5
82;4;3;1;2;2;6;2;6;6;3;1;5;6;6;1;4;6;3;3;3;3;3;3;4;3;4;4;3;2;5;3;3;3;3;4;3;3;2;3;3;3;4;4;4;3;3;3;4;2;3;3;3;3;3;2;2;4;3;2;4;3;2;3;3;1;4;4;3;3;4;4;3;3;4;3;3;3;4;3;3;2;3;4;2;4;2;3;3;4;4;2;3;3;2;4;4;4;4;3;3;3;4;3;4;4;5;5;4;3;4;2;2;2;3;3;3;2;2;2;2;3;2;3;2;3;2;3;3;3;2;2;3;3;2;3;3;3;2;2;3;2;2;2;2;2;3;1;3;1;1;3;3;3;2;2;4;2;4;3;1;;1;5;;;5;1;4;2;1;4;6;2;2;65;;2;16,45;0,4105;2;;4;4;2
83;2;4;8;1;2;4;3;6;3;3;6;6;6;6;3;6;6;1;4;4;4;4;4;4;4;4;4;4;4;5;4;4;2;4;4;4;4;2;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;4;3;4;3;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;2;2;2;2;2;4;3;1;3;4;1;3;3;3;3;2;2;3;2;2;2;3;3;3;2;2;3;1;3;3;3;2;2;2;3;2;2;2;2;3;2;2;4;3;3;2;4;2;1;1;6;;6;4;1;;1;8;;1;12;1;1;1;1;2;3;2;2;26;;5;8,25;0,8144;1;;3;2;1
85;4;3;2;3;6;7;2;6;6;4;6;6;6;6;6;6;6;1;1;1;1;1;2;2;2;2;2;2;2;4;3;2;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;2;4;4;2;4;2;3;2;2;2;3;3;4;4;4;4;3;1;3;4;2;3;3;3;3;2;3;2;2;2;2;3;2;3;4;2;2;2;3;2;2;2;2;2;4;2;4;2;4;4;3;4;4;2;4;1;3;3;2;2;3;2;2;2;2;3;2;3;2;2;3;3;2;2;1;1;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;3;3;3;1;4;2;4;3;2;;2;1;;;1;1;1;2;1;2;1;2;2;19;;997;9,983333333;0,5592;2;;1;2;4
87;2;3;7;2;2;2;1;6;6;6;1;6;6;6;1;6;2;6;4;3;4;4;3;3;4;3;4;3;1;1;2;4;2;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;3;3;2;2;3;4;4;4;4;3;3;3;3;3;4;4;3;2;4;1;4;2;4;4;3;3;3;4;3;3;4;4;4;4;2;4;4;4;4;2;3;2;4;4;3;3;4;3;4;4;3;4;4;4;4;3;4;4;3;3;2;2;2;4;2;3;3;3;3;2;1;3;4;1;3;4;4;3;2;2;4;2;3;2;3;3;3;3;3;1;1;2;1;3;2;1;2;2;2;3;3;3;2;1;8;;8;4;1;;1;8;;2;13;1;2;2;1;3;3;1;1;48;;2;17,93333333;0,4885;2;;3;3;2
88;4;3;2;5;6;7;2;6;6;5;3;5;6;5;3;5;5;4;2;2;1;2;3;3;3;2;4;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;3;4;4;4;4;3;3;4;3;4;4;4;4;4;4;4;4;3;4;4;2;2;3;2;2;1;2;3;1;1;4;2;3;1;1;2;1;1;2;1;3;3;2;4;1;3;4;2;4;3;4;3;5;1;4;5;4;3;5;5;4;4;4;1;1;1;1;3;4;3;2;2;2;4;4;3;2;4;3;4;2;3;2;2;3;2;2;2;1;1;1;1;1;2;2;2;2;3;1;3;3;1;1;4;4;3;2;1;4;2;4;3;3;4;6;1;;;1;1;3;2;2;1;1;2;2;51;;22;15,13333333;1,1354;2;;1;1;3
89;2;3;2;2;6;7;2;3;2;1;2;5;2;3;1;3;1;1;2;2;2;1;1;1;2;2;3;2;3;3;4;2;3;2;2;2;2;3;3;3;3;3;2;3;4;3;3;4;3;2;3;3;2;3;3;3;4;4;3;3;2;3;2;2;2;4;4;3;3;3;3;3;2;3;4;2;3;1;4;4;4;3;4;3;3;3;3;3;4;3;3;3;3;4;3;3;3;3;3;4;1;4;2;4;4;1;4;4;2;4;1;2;2;2;3;4;1;1;2;2;4;2;2;2;2;2;2;2;2;2;2;3;3;2;2;3;1;1;1;1;1;2;3;1;2;2;1;2;1;1;4;4;4;1;1;4;2;4;3;1;;1;8;;3;14;1;2;1;1;2;3;2;2;32;;997;24,03333333;0,3177;1;;3;2;4
90;4;3;2;3;6;5;2;6;6;3;4;6;4;1;1;5;1;2;1;1;3;1;1;1;1;1;2;1;1;5;2;1;2;2;1;3;3;2;3;4;4;4;2;3;2;2;3;4;1;2;3;2;1;2;2;1;4;4;1;4;1;1;1;1;1;4;4;3;2;4;3;2;4;3;4;4;3;4;4;4;3;1;4;3;4;3;4;4;4;4;1;2;1;3;4;1;2;3;1;4;1;4;1;4;4;1;3;4;1;4;1;2;2;2;3;4;2;2;1;2;4;2;2;2;3;2;2;2;2;1;2;4;3;2;1;3;1;1;1;1;2;2;2;2;3;1;1;3;1;1;4;4;4;2;2;3;;3;2;2;;2;9;;;17;1;4;2;1;2;1;1;2;65;;2;19,21666667;0,6566;2;;1;2;2
91;2;3;5;5;6;4;2;3;6;6;6;6;6;6;3;3;2;2;4;4;3;3;4;4;3;4;3;3;3;5;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;2;1;4;4;1;2;3;4;4;3;3;3;4;2;4;4;4;4;4;3;4;2;4;4;3;4;3;4;4;4;3;3;4;4;4;4;4;5;4;4;4;4;4;4;3;2;2;2;3;2;2;2;2;3;3;2;3;2;2;3;2;3;3;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;3;2;4;3;1;1;4;4;4;2;1;4;2;4;3;1;;1;9;;;17;1;2;2;5;4;4;1;1;34;;990;8,766666667;0,1453;2;;4;4;5
92;1;2;1;4;6;7;2;3;2;2;4;6;2;1;6;6;4;6;3;2;2;2;2;1;2;1;3;1;3;5;4;5;4;4;4;4;4;1;2;2;4;4;4;4;4;4;4;4;3;2;3;2;1;3;1;2;4;4;2;4;1;3;1;1;1;4;4;3;2;4;4;4;3;4;4;2;4;3;4;3;2;2;4;4;4;2;4;4;4;4;1;2;3;4;4;3;2;4;2;4;1;4;1;4;4;1;4;3;1;4;1;3;3;1;3;4;1;1;1;1;4;2;3;1;3;2;4;3;3;2;2;4;4;3;2;3;1;1;1;1;2;2;3;2;4;2;3;3;1;1;4;4;4;2;2;7;;7;4;3;1;3;7;;;7;1;4;2;1;3;3;2;2;73;;996;14,33333333;0,5268;2;;3;3;5
94;1;1;1;4;5;6;2;4;5;1;4;6;3;6;3;6;2;2;4;4;4;4;3;4;3;3;3;3;3;5;3;3;2;3;3;3;4;3;4;4;3;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;4;4;3;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;4;3;3;3;4;4;3;3;4;3;4;3;4;4;4;4;3;3;3;4;4;3;3;4;3;4;3;4;3;4;4;3;4;4;4;4;2;2;3;2;3;3;2;2;2;2;3;1;3;3;1;2;3;2;2;2;2;3;4;3;3;3;2;2;2;2;1;1;1;1;3;2;3;3;2;1;4;4;3;2;2;8;;8;4;1;;1;8;;2;13;1;3;2;1;4;3;2;2;55;;995;7,733333333;0,7436;2;;3;4;5
103;2;2;4;4;4;3;1;5;5;3;4;1;1;2;3;5;5;3;3;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;4;2;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;1;1;1;1;1;1;1;4;4;1;1;4;3;1;4;4;2;4;2;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;3;5;3;4;3;3;1;1;1;2;1;2;1;3;4;3;2;3;4;3;1;2;1;3;1;2;1;1;2;2;3;3;3;1;2;1;1;1;1;2;2;1;2;2;1;1;1;3;3;2;3;1;2;1;6;;6;4;1;;1;7;;;7;1;2;2;3;3;2;2;2;31;;22;7,416666667;0,575;2;;2;3;3
105;2;4;5;3;3;4;1;5;3;3;4;4;3;4;3;3;6;1;1;1;2;1;2;1;1;1;2;2;1;2;1;1;1;3;2;1;2;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;4;4;3;2;4;1;3;2;1;4;2;2;1;4;1;3;2;3;1;2;1;3;1;1;2;1;2;3;1;1;2;1;1;1;2;2;2;2;2;3;2;2;1;1;1;3;2;3;2;4;2;2;3;3;2;3;2;2;2;3;1;3;2;3;2;1;3;1;1;3;2;2;2;2;2;2;2;2;2;3;2;2;3;3;4;1;3;2;2;1;3;;3;2;3;2;4;1;;;1;1;2;2;1;3;1;1;1;36;;22;14,31666667;0,2957;2;;1;3;3
107;1;2;1;3;5;4;2;6;5;2;5;4;4;4;3;6;5;6;4;2;3;1;3;2;2;4;4;2;3;4;4;3;3;4;4;4;3;4;4;4;4;3;3;3;4;3;4;4;3;3;3;3;3;3;2;3;4;4;2;4;4;3;3;3;3;4;4;3;4;4;4;4;4;4;3;4;3;4;4;3;3;4;4;4;4;4;4;2;2;4;3;3;3;4;4;3;3;4;3;4;3;4;3;4;4;4;4;4;3;4;2;3;2;2;3;3;2;2;3;3;3;2;3;2;2;2;3;2;3;2;2;3;3;3;3;3;2;2;2;2;2;1;1;1;2;2;2;3;2;2;3;4;3;2;1;5;;5;3;1;;1;7;;;7;1;2;2;1;3;3;2;1;35;;990;14,06666667;0,1607;2;;3;3;5
109;1;4;4;2;4;4;4;4;6;6;6;6;6;6;6;6;6;6;3;3;4;3;3;3;3;4;3;4;3;5;3;5;3;4;4;2;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;1;3;1;3;3;4;4;3;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;3;4;4;3;4;2;3;3;4;3;3;3;4;3;3;2;3;2;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;4;3;3;2;2;2;2;1;2;1;1;3;2;3;3;3;3;2;3;2;2;2;6;;6;4;3;1;3;3;;;3;2;4;2;1;2;3;2;2;72;;997;17,56666667;3,9553;2;;3;2;4
114;2;3;5;3;4;5;4;3;6;4;3;5;5;3;1;2;6;5;2;1;3;1;3;2;3;3;3;3;1;5;1;2;1;4;4;3;4;3;4;4;4;4;3;4;3;3;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;3;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;1;1;3;4;3;3;3;3;4;4;3;3;4;3;4;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;3;2;3;3;2;2;3;3;3;1;1;8;;8;4;1;;1;8;;1;12;2;2;1;6;2;3;2;2;35;;15;13,66666667;1,398;1;;3;2;1
121;2;1;1;5;4;5;2;5;6;4;4;5;5;5;4;5;6;3;3;2;3;3;3;3;2;2;2;2;1;1;1;1;2;4;4;2;4;3;3;4;2;3;3;2;3;2;3;2;3;2;2;2;2;2;2;2;4;4;1;2;2;1;2;2;2;4;4;4;4;3;3;4;4;4;4;3;4;4;4;3;3;3;3;3;4;3;2;2;4;2;2;3;2;3;2;2;1;3;2;1;1;4;1;4;4;3;3;4;1;4;2;2;2;2;3;4;2;1;3;2;4;2;3;3;2;2;3;2;2;2;2;3;4;3;2;3;1;1;1;1;2;2;2;1;4;1;2;2;1;1;4;4;3;2;1;6;;6;4;1;;1;8;;1;12;1;2;2;1;4;2;2;2;32;;990;27,26666667;0,336;2;;2;4;5
123;1;4;9;2;2;2;1;5;4;1;5;2;4;3;2;6;5;2;3;2;2;1;3;3;3;3;3;3;4;5;5;5;2;4;3;3;2;3;3;3;4;3;4;4;4;3;4;4;2;4;3;3;3;2;2;3;3;1;4;1;2;2;1;1;3;4;4;4;4;4;3;3;4;4;4;3;2;2;4;3;3;3;4;4;4;2;4;3;4;4;3;3;4;4;4;3;3;4;3;2;2;2;2;3;4;1;1;3;1;3;4;2;4;3;4;2;3;3;3;3;3;2;4;1;4;4;4;4;3;2;2;4;2;4;4;4;2;3;2;2;2;2;3;2;4;3;4;4;4;3;3;4;1;1;2;4;2;4;3;3;1;3;5;;;5;1;4;1;1;1;4;2;2;74;;2;26,7;2,1283;1;;4;1;2
127;2;3;5;1;2;2;1;2;6;6;6;3;6;6;1;6;5;1;2;2;2;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;3;4;3;4;2;4;2;3;3;4;4;4;4;4;4;4;4;3;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;1;1;4;4;1;3;4;4;4;2;2;3;2;2;3;3;3;3;2;2;3;2;3;3;3;3;2;2;3;2;2;2;2;2;2;3;3;3;4;2;3;2;1;2;4;2;4;3;1;;1;8;;1;12;1;3;1;1;3;6;1;2;57;;25;12,43333333;0,3013;1;;4;3;1
129;1;2;2;1;2;2;1;6;6;2;6;1;6;6;3;3;6;2;3;3;3;3;2;1;3;2;1;3;1;1;1;1;1;4;4;1;4;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;4;1;4;3;4;1;1;2;1;4;1;2;3;2;3;3;2;3;2;2;2;3;3;2;3;2;2;2;2;1;4;4;4;4;4;4;4;3;2;1;1;3;1;1;4;4;1;4;4;3;4;2;2;2;3;2;2;3;2;3;2;2;2;1;1;4;4;3;3;3;3;1;1;1;1;4;4;2;4;4;4;1;4;1;2;1;5;;5;3;1;;1;8;;1;12;1;3;2;1;3;3;1;999;52;;2;18,4;0,6229;2;;3;3;2
133;1;1;2;4;4;4;2;5;4;3;1;6;5;5;1;6;6;6;2;2;3;2;1;1;1;1;1;1;4;5;5;4;3;3;2;4;3;1;3;3;3;4;3;3;4;3;3;4;3;3;4;2;3;2;3;2;4;3;4;4;3;3;2;3;2;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;3;4;2;4;4;4;4;4;3;2;3;4;1;2;3;3;4;3;4;3;4;4;3;3;4;2;4;2;2;1;4;4;3;2;2;3;2;2;1;3;4;1;1;4;2;1;2;2;4;4;2;2;4;1;1;1;1;1;1;3;1;4;1;2;2;1;1;4;4;4;1;2;8;;8;4;1;;1;8;;1;12;1;4;1;1;3;6;1;2;71;;990;22,83333333;0,1705;1;;4;3;5
134;2;4;9;2;4;4;2;2;2;3;2;2;3;3;2;2;3;1;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;3;2;4;3;4;2;2;3;1;1;2;2;3;3;3;2;1;1;2;2;2;3;1;4;3;2;4;2;2;1;1;1;4;1;3;3;3;1;2;1;4;3;3;2;3;4;2;3;3;3;1;2;1;2;2;2;2;1;3;2;3;3;3;4;4;1;5;3;4;5;3;4;5;5;3;1;2;1;2;2;2;2;4;2;3;2;3;2;1;2;1;3;2;2;2;2;2;2;3;1;3;2;3;2;2;2;2;2;1;1;2;2;2;3;3;2;1;3;3;2;1;1;3;;3;2;1;;1;2;;;2;1;1;1;5;3;1;1;1;29;;2;8,85;1,5233;1;;1;3;2
135;1;2;2;5;3;2;1;1;1;1;3;5;5;5;3;5;2;2;3;3;4;3;4;4;4;4;4;4;3;5;5;5;3;4;4;4;4;3;4;3;4;4;3;4;4;4;4;3;3;4;3;3;3;3;3;3;4;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;3;3;3;4;3;3;3;3;3;3;3;4;4;4;3;3;4;3;3;3;2;2;3;1;2;3;2;2;3;2;2;3;3;2;2;4;2;3;2;1;3;3;3;3;2;3;3;3;3;2;1;2;1;3;2;3;3;3;2;3;2;3;1;2;6;;6;4;3;1;3;5;;;5;1;4;1;1;2;3;2;2;65;;2;35,6;0,3438;1;;3;2;2
140;1;3;8;2;3;3;1;3;6;1;1;1;3;6;1;2;6;6;2;3;3;2;2;3;1;2;3;2;4;5;5;5;4;4;3;2;3;1;2;2;4;4;3;3;1;2;1;4;2;2;3;3;3;3;1;1;3;1;3;2;1;2;3;3;1;4;4;3;2;4;3;3;3;4;4;4;3;4;4;3;3;3;4;4;4;3;4;3;4;3;3;2;1;2;4;2;3;4;2;1;2;2;3;4;4;4;2;3;1;2;4;2;2;3;4;2;2;4;3;3;2;4;3;2;2;3;3;2;2;1;2;4;2;1;3;3;2;1;1;2;2;1;3;2;2;2;1;3;4;2;3;3;1;2;2;3;;3;2;3;1;3;8;;1;12;1;4;2;1;4;3;2;2;69;;23;26,73333333;0,2841;2;;3;4;3
148;1;3;8;2;1;1;1;6;6;2;6;6;6;6;4;6;6;2;3;3;4;2;1;1;1;1;1;1;3;5;3;5;4;4;4;1;4;3;1;1;3;4;4;3;4;3;3;3;3;2;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;2;3;2;3;4;2;1;2;4;2;2;4;2;4;3;2;2;3;1;1;2;1;1;1;3;3;3;3;1;2;3;3;3;3;4;4;4;5;4;4;5;5;2;1;4;4;3;4;2;3;1;3;2;2;2;3;3;3;3;2;3;3;2;2;2;2;3;1;3;1;1;2;2;2;2;2;2;3;1;3;3;3;2;4;4;2;4;2;2;2;3;;3;2;1;;1;3;;;3;1;1;2;5;4;3;1;1;99;1;997;12,48333333;0,1453;2;1;3;4;4
